Name,Author,User Rating,Reviews,Price,Year,Genre,Estil_literari,Temas_especificos,Niveles_de_complejidad,Caracteristicas_del_mundo_ficticio,Desarrollo_de_personajes,Enfoque_en_accion_o_reflexion,Longitud_de_la_obra,Epoca_temporal,Nivel_de_detalle_cientifico,Reacciones_emocionales_deseadas
Sookie Stackhouse,Charlaine Harris,4.7,973,25,2009,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220,17,2013,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
Steve Jobs,Walter Isaacson,4.6,7827,20,2011,Non Fiction,dialogo_intenso,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,suspense
Steve Jobs,Walter Isaacson,4.6,7827,20,2012,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,sorpresa
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
StrengthsFinder 2.0,Gallup,4.0,5069,17,2009,Non Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
StrengthsFinder 2.0,Gallup,4.0,5069,17,2010,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
StrengthsFinder 2.0,Gallup,4.0,5069,17,2011,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,sorpresa
StrengthsFinder 2.0,Gallup,4.0,5069,17,2012,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,suspense
StrengthsFinder 2.0,Gallup,4.0,5069,17,2013,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
StrengthsFinder 2.0,Gallup,4.0,5069,17,2014,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,suspense
StrengthsFinder 2.0,Gallup,4.0,5069,17,2015,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
StrengthsFinder 2.0,Gallup,4.0,5069,17,2016,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
StrengthsFinder 2.0,Gallup,4.0,5069,17,2017,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583,18,2009,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,sorpresa
Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907,13,2010,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
Sycamore Row (Jake Brigance),John Grisham,4.5,23114,18,2013,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,suspense
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2010,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,alegria
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2011,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314,22,2011,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587,21,2011,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2010,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2011,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,suspense
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2012,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,sorpresa
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2013,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2014,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2015,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,suspense
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2016,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2017,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2018,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,alegria
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,suspense
The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12,2009,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2009,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,sorpresa
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2011,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,reflexion_profunda
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2012,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2013,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,alegria
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2015,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2016,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,alegria
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2017,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,sorpresa
The Alchemist,Paulo Coelho,4.7,35799,39,2014,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Amateur,Edward Klein,4.6,2580,9,2012,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,sorpresa
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2010,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2011,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,2014,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,reflexion_profunda
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789,14,2012,Non Fiction,prosa_poetica,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,sorpresa
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53,2009,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,reflexion_profunda
The Book Thief,Markus Zusak,4.6,23148,6,2013,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,alegria
The Book Thief,Markus Zusak,4.6,23148,6,2014,Fiction,narrativa_tecnica,distopias,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Book with No Pictures,B. J. Novak,4.8,8081,8,2014,Fiction,narrativa_tecnica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Book with No Pictures,B. J. Novak,4.8,8081,8,2015,Fiction,narrativa_tecnica,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,reflexion_profunda
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2014,Non Fiction,prosa_poetica,distopias,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,sorpresa
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Casual Vacancy,J.K. Rowling,3.3,9372,12,2012,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633,21,2011,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,alegria
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2018,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,alegria
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Confession: A Novel,John Grisham,4.3,3523,13,2010,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,0,2016,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440,11,2010,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2013,Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,sorpresa
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2014,Fiction,prosa_poetica,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,alegria
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023,15,2011,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Elegance of the Hedgehog,Muriel Barbery,4.0,1859,11,2009,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
The Fault in Our Stars,John Green,4.7,50482,13,2012,Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Fault in Our Stars,John Green,4.7,50482,13,2013,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
The Fault in Our Stars,John Green,4.7,50482,7,2014,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,suspense
The Fault in Our Stars,John Green,4.7,50482,13,2014,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,suspense
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2009,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,sorpresa
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,suspense
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,9,2009,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,sorpresa
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2013,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,sorpresa
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015,Non Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,alegria
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2016,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,alegria
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2017,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2018,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019,Non Fiction,prosa_poetica,distopias,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
The Getaway,Jeff Kinney,4.8,5836,0,2017,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,alegria
The Girl on the Train,Paula Hawkins,4.1,79446,18,2015,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,reflexion_profunda
The Girl on the Train,Paula Hawkins,4.1,79446,7,2016,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,reflexion_profunda
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2010,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2011,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251,9,2010,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251,16,2009,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2009,Fiction,prosa_poetica,distopias,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2010,Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,alegria
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2016,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,alegria
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2017,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2013,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2014,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2012,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,sorpresa
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,narrativa_tecnica,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,sorpresa
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2014,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.7,8587,10,2009,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,sorpresa
The Handmaid's Tale,Margaret Atwood,4.3,29442,7,2017,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,sorpresa
